index,station,date,tavg,preciptotal,sealevel,resultspeed,resultdir,rel_hum,latitude,longitude
1416,1,2010-10-04,49.0,0.0,30.38,2.4,2,68.9318779310483,41.995,-87.933
1417,2,2010-10-04,50.0,0.0,30.38,2.0,3,66.46773084866412,41.786,-87.752
1418,1,2010-10-05,54.0,0.0,30.33,1.3,32,55.39546780599459,41.995,-87.933
1419,2,2010-10-05,53.0,0.0,30.34,0.7,36,55.26578756946267,41.786,-87.752
1420,1,2010-10-06,62.0,0.0,30.07,7.0,28,52.386491400374865,41.995,-87.933
1421,2,2010-10-06,62.0,0.0,30.08,6.7,27,50.46970597432287,41.786,-87.752
1422,1,2010-10-07,63.0,0.0,30.08,5.8,30,41.936818211173694,41.995,-87.933
1423,2,2010-10-07,63.0,0.0,30.08,2.9,31,43.55565025936286,41.786,-87.752
1424,1,2010-10-08,64.0,0.0,30.03,7.0,24,42.07944796627671,41.995,-87.933
1425,2,2010-10-08,64.0,0.0,30.03,7.0,24,37.54259145953038,41.786,-87.752
1426,1,2010-10-09,71.0,0.0,29.98,2.5,24,51.66568845469724,41.995,-87.933
1427,2,2010-10-09,72.0,0.0,29.97,3.9,24,44.815993777596105,41.786,-87.752
1428,1,2010-10-10,71.0,0.0,29.89,4.0,25,48.05837586151106,41.995,-87.933
1429,2,2010-10-10,72.0,0.0,29.88,3.7,25,46.47744962844573,41.786,-87.752
1430,1,2010-10-11,68.0,0.0,29.83,2.2,3,57.16273296213408,41.995,-87.933
1431,2,2010-10-11,69.0,0.0,29.82,1.5,34,57.285576391676365,41.786,-87.752
1432,1,2010-10-12,64.0,0.0,29.92,3.3,6,70.4095624730276,41.995,-87.933
1433,2,2010-10-12,65.0,0.0,29.91,3.1,6,68.0321598514754,41.786,-87.752
1434,1,2010-10-13,57.0,0.1,30.06,7.2,35,67.2104040451599,41.995,-87.933
1435,2,2010-10-13,56.0,0.26,30.05,7.3,36,74.94648694408086,41.786,-87.752
1436,1,2010-10-14,55.0,0.0,29.96,7.2,27,42.41011059060834,41.995,-87.933
1437,2,2010-10-14,55.0,0.0,29.96,6.5,27,42.41011059060834,41.786,-87.752
1438,1,2010-10-15,54.0,0.0,30.06,6.4,1,62.06141952531745,41.995,-87.933
1439,2,2010-10-15,55.0,0.0,30.05,6.6,36,59.88505103102659,41.786,-87.752
1440,1,2010-10-16,56.0,0.0,30.04,8.0,23,53.58496236610815,41.995,-87.933
1441,2,2010-10-16,58.0,0.0,30.04,6.4,22,49.92701685975215,41.786,-87.752
1442,1,2010-10-17,56.0,0.0,30.08,3.7,1,47.78566456743747,41.995,-87.933
1443,2,2010-10-17,56.0,0.0,30.08,3.6,3,51.58551860924818,41.786,-87.752
1444,1,2010-10-18,52.0,0.0,30.02,5.0,4,64.21355976917603,41.995,-87.933
1445,2,2010-10-18,53.0,0.0,30.02,4.1,5,64.32584004325743,41.786,-87.752
1446,1,2010-10-19,50.0,0.0,29.98,6.1,27,57.03608436358481,41.995,-87.933
1447,2,2010-10-19,51.0,0.0,29.98,5.3,28,55.005024288690066,41.786,-87.752
1448,1,2010-10-20,57.0,0.001,29.76,10.2,26,44.38113528584648,41.995,-87.933
1449,2,2010-10-20,58.0,0.001,29.77,9.9,26,42.84246670190303,41.786,-87.752
1450,1,2010-10-21,47.0,0.0,29.96,9.4,30,52.37949777450464,41.995,-87.933
1451,2,2010-10-21,49.0,0.0,29.96,8.5,30,46.797987091481545,41.786,-87.752
1452,1,2010-10-22,49.0,0.02,30.07,5.8,21,50.630732686805544,41.995,-87.933
1453,2,2010-10-22,51.0,0.01,30.08,4.9,21,43.51816491943704,41.786,-87.752
1454,1,2010-10-23,60.0,0.1,29.94,10.0,21,62.753626166348134,41.995,-87.933
1455,2,2010-10-23,61.0,0.21,29.95,9.8,20,52.25410252265717,41.786,-87.752
1456,1,2010-10-24,63.0,0.05,29.74,8.4,21,70.31408865702022,41.995,-87.933
1457,2,2010-10-24,65.0,1.01,29.74,7.7,20,61.071714388790156,41.786,-87.752
1458,1,2010-10-25,64.0,0.0,29.5,11.6,19,75.60979818296354,41.995,-87.933
1459,2,2010-10-25,65.0,0.01,29.5,10.1,19,73.05680784895783,41.786,-87.752
1460,1,2010-10-26,62.0,0.24,29.25,24.1,21,58.533098651750215,41.995,-87.933
1461,2,2010-10-26,63.0,0.4,29.23,19.2,21,56.541800996799175,41.786,-87.752
1462,1,2010-10-27,54.0,0.0,29.59,21.8,24,43.95139722123959,41.995,-87.933
1463,2,2010-10-27,54.0,0.0,29.6,20.8,25,42.26525223988952,41.786,-87.752
1464,1,2010-10-28,43.0,0.001,30.1,13.7,28,63.181609088017545,41.995,-87.933
1465,2,2010-10-28,43.0,0.0,30.12,14.9,28,60.7480121268003,41.786,-87.752
1466,1,2010-10-29,41.0,0.0,30.24,6.2,24,58.144239567565236,41.995,-87.933
1467,2,2010-10-29,42.0,0.0,30.25,5.3,24,53.808170373141785,41.786,-87.752
1468,1,2010-10-30,53.0,0.0,29.88,6.5,25,45.555041585502074,41.995,-87.933
1469,2,2010-10-30,52.0,0.0,29.9,6.1,24,47.22381230655653,41.786,-87.752
1470,1,2010-10-31,44.0,0.0,30.2,5.8,1,58.525284450377825,41.995,-87.933
1471,2,2010-10-31,46.0,0.0,30.2,9.0,3,56.5219521434909,41.786,-87.752
1472,1,2011-05-01,55.0,0.0,29.95,11.4,26,51.45046697628094,41.995,-87.933
1473,2,2011-05-01,58.0,0.0,29.94,11.2,26,46.263539486433736,41.786,-87.752
1474,1,2011-05-02,51.0,0.0,30.17,5.3,36,47.0822937480019,41.995,-87.933
1475,2,2011-05-02,52.0,0.0,30.16,4.6,36,45.412124870999,41.786,-87.752
1476,1,2011-05-03,44.0,0.001,30.23,6.7,3,60.86983778482315,41.995,-87.933
1477,2,2011-05-03,45.0,0.001,30.23,8.2,2,56.392214607433004,41.786,-87.752
1478,1,2011-05-04,48.0,0.0,30.37,4.6,3,48.539881594190746,41.995,-87.933
1479,2,2011-05-04,47.0,0.0,30.37,4.9,3,50.35387556259721,41.786,-87.752
1480,1,2011-05-05,49.0,0.06,30.12,10.9,20,71.59276490093559,41.995,-87.933
1481,2,2011-05-05,52.0,0.1,30.13,10.4,19,61.826935580037514,41.786,-87.752
1482,1,2011-05-06,56.0,0.001,29.87,6.8,28,53.58496236610815,41.995,-87.933
1483,2,2011-05-06,57.0,0.0,29.87,7.9,27,51.72012398560081,41.786,-87.752
1484,1,2011-05-07,52.0,0.001,29.85,5.1,5,74.60529964205315,41.995,-87.933
1485,2,2011-05-07,53.0,0.001,29.84,5.3,5,77.50506301490404,41.786,-87.752
1486,1,2011-05-08,54.0,0.0,29.98,6.6,6,66.89486521467077,41.995,-87.933
1487,2,2011-05-08,56.0,0.0,29.97,6.9,6,64.65987900138484,41.786,-87.752
1488,1,2011-05-09,60.0,0.001,29.89,14.3,11,58.28824856417452,41.995,-87.933
1489,2,2011-05-09,63.0,0.001,29.89,15.3,12,54.496978721979026,41.786,-87.752
1490,1,2011-05-10,76.0,0.0,29.72,6.2,14,60.19651424465021,41.995,-87.933
1491,2,2011-05-10,78.0,0.0,29.71,7.3,17,54.445555042358414,41.786,-87.752
1492,1,2011-05-11,75.0,0.13,29.8,3.5,14,73.91894904502882,41.995,-87.933
1493,2,2011-05-11,78.0,0.28,29.78,4.4,14,64.73266289128287,41.786,-87.752
1494,1,2011-05-12,72.0,0.29,29.79,5.6,19,73.66440145458559,41.995,-87.933
1495,2,2011-05-12,75.0,0.02,29.78,4.3,19,62.213094179427394,41.786,-87.752
1496,1,2011-05-13,62.0,0.02,29.73,10.1,3,75.44630789278324,41.995,-87.933
1497,2,2011-05-13,62.0,0.01,29.71,10.5,1,75.44630789278324,41.786,-87.752
1498,1,2011-05-14,49.0,0.31,29.73,16.7,2,92.9382030054565,41.995,-87.933
1499,2,2011-05-14,49.0,0.43,29.72,17.0,1,89.57711254959938,41.786,-87.752
1500,1,2011-05-15,44.0,0.31,29.86,21.4,2,73.90311473736911,41.995,-87.933
1501,2,2011-05-15,45.0,0.37,29.84,18.8,1,76.87206199168233,41.786,-87.752
1502,1,2011-05-16,45.0,0.0,30.01,13.5,2,56.392214607433004,41.995,-87.933
1503,2,2011-05-16,47.0,0.0,30.01,13.9,1,54.47784769825274,41.786,-87.752
1504,1,2011-05-17,50.0,0.0,29.96,12.2,3,52.78547427061255,41.995,-87.933
1505,2,2011-05-17,50.0,0.0,29.95,13.1,2,57.03608436358481,41.786,-87.752
1506,1,2011-05-18,53.0,0.07,29.89,6.2,2,83.41832692823209,41.995,-87.933
1507,2,2011-05-18,56.0,0.03,29.88,6.6,1,77.73611277456929,41.786,-87.752
1508,1,2011-05-19,61.0,0.0,30.0,3.6,2,75.36398396418029,41.995,-87.933
1509,2,2011-05-19,62.0,0.0,30.0,3.0,2,72.79042081100786,41.786,-87.752
1510,1,2011-05-20,62.0,0.0,30.03,5.5,6,75.44630789278324,41.995,-87.933
1511,2,2011-05-20,61.0,0.0,30.03,5.4,7,75.36398396418029,41.786,-87.752
1512,1,2011-05-21,63.0,0.01,29.87,7.0,15,87.00109316035888,41.995,-87.933
1513,2,2011-05-21,64.0,0.001,29.87,8.1,15,84.0524237578922,41.786,-87.752
1514,1,2011-05-22,74.0,0.58,29.7,10.3,19,62.10094339066847,41.995,-87.933
1515,2,2011-05-22,77.0,0.12,29.69,11.2,18,54.320082639144736,41.786,-87.752
1516,1,2011-05-23,70.0,0.001,29.62,10.0,25,68.53159313596421,41.995,-87.933
1517,2,2011-05-23,73.0,0.001,29.61,11.3,24,61.98835570534628,41.786,-87.752
1518,1,2011-05-24,57.0,0.11,29.86,12.0,4,69.73225634806155,41.995,-87.933
1519,2,2011-05-24,59.0,0.01,29.84,11.1,3,64.98975925806165,41.786,-87.752
1520,1,2011-05-25,57.0,2.24,29.67,10.7,3,83.6530607580364,41.995,-87.933
1521,2,2011-05-25,62.0,1.9,29.65,7.8,3,72.79042081100786,41.786,-87.752
1522,1,2011-05-26,46.0,1.06,29.84,17.7,2,79.92305496707571,41.995,-87.933
1523,2,2011-05-26,47.0,0.61,29.83,18.8,1,77.03265458740611,41.786,-87.752
1524,1,2011-05-27,49.0,0.001,29.93,7.3,5,74.34511745760861,41.995,-87.933
1525,2,2011-05-27,50.0,0.01,29.94,6.6,4,71.68746022018465,41.786,-87.752
1526,1,2011-05-28,57.0,0.12,29.83,6.0,18,93.14798723918665,41.995,-87.933
1527,2,2011-05-28,58.0,0.23,29.83,4.4,18,89.91859978211973,41.786,-87.752
1528,1,2011-05-29,61.0,1.88,29.86,3.6,11,93.24943428885372,41.995,-87.933
1529,2,2011-05-29,65.0,0.92,29.86,3.6,11,84.10831968058932,41.786,-87.752
1530,1,2011-05-30,72.0,0.0,29.97,12.4,20,78.91317537198724,41.995,-87.933
1531,2,2011-05-30,78.0,0.0,29.96,11.2,19,64.73266289128287,41.786,-87.752
1532,1,2011-05-31,77.0,0.08,30.04,12.4,22,64.62643218428818,41.995,-87.933
1533,2,2011-05-31,79.0,0.001,30.02,12.4,22,62.657363417018395,41.786,-87.752
1534,1,2011-06-01,70.0,0.0,30.17,10.7,27,47.92272279265239,41.995,-87.933
1535,2,2011-06-01,73.0,0.0,30.15,11.5,26,43.34717246315837,41.786,-87.752
1536,1,2011-06-02,63.0,0.02,30.19,9.0,6,50.604301496209246,41.995,-87.933
1537,2,2011-06-02,63.0,0.001,30.18,8.9,6,52.51844000267294,41.786,-87.752
1538,1,2011-06-03,71.0,0.01,30.04,10.8,17,73.57878081424768,41.995,-87.933
1539,2,2011-06-03,73.0,0.18,30.03,10.0,16,66.4758517604818,41.786,-87.752
1540,1,2011-06-04,78.0,0.18,30.02,1.4,26,62.54694269856409,41.995,-87.933
1541,2,2011-06-04,79.0,0.5,30.0,3.0,26,60.54171641091418,41.786,-87.752
1542,1,2011-06-05,73.0,0.001,30.08,3.1,7,53.813941421859425,41.995,-87.933
1543,2,2011-06-05,74.0,0.01,30.06,2.7,8,52.056717648192866,41.786,-87.752
1544,1,2011-06-06,77.0,0.0,29.89,8.5,20,64.62643218428818,41.995,-87.933
1545,2,2011-06-06,78.0,0.0,29.88,7.8,20,60.42708133299304,41.786,-87.752
1546,1,2011-06-07,86.0,0.0,29.82,10.3,23,50.04548676299448,41.995,-87.933
1547,2,2011-06-07,87.0,0.0,29.8,9.7,23,46.84979568142613,41.786,-87.752
1548,1,2011-06-08,81.0,0.17,29.81,11.6,24,56.7425773510451,41.995,-87.933
1549,2,2011-06-08,82.0,0.69,29.8,9.3,23,53.081073341456964,41.786,-87.752
1550,1,2011-06-09,60.0,0.93,30.0,8.0,4,75.28127121368492,41.995,-87.933
1551,2,2011-06-09,61.0,2.17,29.98,7.0,4,78.11377204359366,41.786,-87.752
1552,1,2011-06-10,60.0,0.52,29.94,6.4,3,86.86038209584873,41.995,-87.933
1553,2,2011-06-10,61.0,0.44,29.92,6.1,1,83.88301719370381,41.786,-87.752
1554,1,2011-06-11,57.0,0.03,29.95,4.7,5,89.88147567234643,41.995,-87.933
1555,2,2011-06-11,59.0,0.1,29.94,5.4,2,83.76862834537405,41.786,-87.752
1556,1,2011-06-12,57.0,0.0,30.1,8.3,3,64.7702983757804,41.995,-87.933
1557,2,2011-06-12,58.0,0.0,30.09,9.4,2,62.524749165703305,41.786,-87.752
1558,1,2011-06-13,63.0,0.0,30.11,7.5,6,48.75272516401799,41.995,-87.933
1559,2,2011-06-13,64.0,0.0,30.11,8.0,6,47.10038191457124,41.786,-87.752
1560,1,2011-06-14,65.0,0.0,30.01,7.8,9,56.791522538966255,41.995,-87.933
1561,2,2011-06-14,68.0,0.0,30.0,7.8,9,51.27085920920308,41.786,-87.752
1562,1,2011-06-15,64.0,0.8,29.73,9.2,15,84.0524237578922,41.995,-87.933
1563,2,2011-06-15,65.0,0.84,29.73,8.4,16,81.21436532419041,41.786,-87.752
1564,1,2011-06-16,71.0,0.04,29.76,5.5,29,66.26881042864657,41.995,-87.933
1565,2,2011-06-16,72.0,0.03,29.75,6.6,26,64.08883453552477,41.786,-87.752
1566,1,2011-06-17,71.0,0.0,29.83,5.8,6,68.63020193700615,41.995,-87.933
1567,2,2011-06-17,73.0,0.0,29.81,5.3,7,64.1972195107014,41.786,-87.752
1568,1,2011-06-18,73.0,0.0,29.82,4.6,6,68.82615830851945,41.995,-87.933
1569,2,2011-06-18,73.0,0.0,29.8,4.5,8,68.82615830851945,41.786,-87.752
1570,1,2011-06-19,72.0,0.0,29.75,4.1,11,78.91317537198724,41.995,-87.933
1571,2,2011-06-19,74.0,0.0,29.73,3.7,14,73.83448346905953,41.786,-87.752
1572,1,2011-06-20,72.0,0.18,29.72,6.2,16,84.49175843690728,41.995,-87.933
1573,2,2011-06-20,75.0,1.23,29.7,8.0,16,76.48213136554894,41.786,-87.752
1574,1,2011-06-21,78.0,0.45,29.64,11.5,18,76.71238755576819,41.995,-87.933
1575,2,2011-06-21,79.0,0.08,29.63,11.0,18,74.25302360481452,41.786,-87.752
1576,1,2011-06-22,69.0,0.02,29.59,12.6,21,81.47097898275457,41.995,-87.933
1577,2,2011-06-22,71.0,0.02,29.59,12.9,21,73.57878081424768,41.786,-87.752
1578,1,2011-06-23,67.0,0.01,29.6,11.4,26,75.852172710291,41.995,-87.933
1579,2,2011-06-23,68.0,0.05,29.6,12.6,26,75.93221001791854,41.786,-87.752
1580,1,2011-06-24,64.0,0.0,29.76,9.4,29,75.60979818296354,41.995,-87.933
1581,2,2011-06-24,64.0,0.0,29.76,8.5,29,72.96841732619804,41.786,-87.752
1582,1,2011-06-25,69.0,0.0,29.92,2.5,10,57.285576391676365,41.995,-87.933
1583,2,2011-06-25,70.0,0.001,29.91,3.9,9,53.42984003129492,41.786,-87.752
1584,1,2011-06-26,69.0,0.0,29.94,5.8,9,57.285576391676365,41.995,-87.933
1585,2,2011-06-26,72.0,0.0,29.93,6.5,9,51.79645254744061,41.786,-87.752
1586,1,2011-06-27,73.0,0.03,29.8,6.9,21,71.25008830761521,41.995,-87.933
1587,2,2011-06-27,74.0,0.14,29.79,6.4,21,71.34143723506911,41.786,-87.752
1588,1,2011-06-28,72.0,0.0,29.98,9.1,30,53.68633761294547,41.995,-87.933
1589,2,2011-06-28,73.0,0.0,29.97,7.2,30,50.09885026082176,41.786,-87.752
1590,1,2011-06-29,70.0,0.0,30.06,3.7,8,61.64795367582349,41.995,-87.933
1591,2,2011-06-29,72.0,0.0,30.04,3.9,8,55.63742977606547,41.786,-87.752
1592,1,2011-06-30,74.0,0.001,30.0,8.2,17,66.57873025485266,41.995,-87.933
1593,2,2011-06-30,78.0,0.03,29.99,9.2,16,56.378059261735565,41.786,-87.752
1594,1,2011-07-01,81.0,0.0,29.96,14.3,18,52.95448056327182,41.995,-87.933
1595,2,2011-07-01,80.0,0.01,29.95,10.4,18,56.62149721386391,41.786,-87.752
1596,1,2011-07-02,83.0,0.0,29.95,3.9,24,65.25747436985593,41.995,-87.933
1597,2,2011-07-02,83.0,0.0,29.94,3.1,23,67.48572448589397,41.786,-87.752
1598,1,2011-07-03,77.0,0.0,29.98,4.7,2,50.625768883415255,41.995,-87.933
1599,2,2011-07-03,78.0,0.0,29.96,4.4,3,50.7564778406854,41.786,-87.752
1600,1,2011-07-04,77.0,0.0,29.97,2.9,5,47.15688473926377,41.995,-87.933
1601,2,2011-07-04,78.0,0.0,29.95,3.3,7,42.488751541330444,41.786,-87.752
1602,1,2011-07-05,80.0,0.0,29.96,5.2,28,51.0166762175716,41.995,-87.933
1603,2,2011-07-05,80.0,0.0,29.94,4.9,26,49.26132153982375,41.786,-87.752
1604,1,2011-07-06,78.0,0.001,29.97,5.7,4,56.378059261735565,41.995,-87.933
1605,2,2011-07-06,79.0,0.0,29.95,5.9,4,52.700055526214456,41.786,-87.752
1606,1,2011-07-07,73.0,0.001,29.95,5.1,7,50.09885026082176,41.995,-87.933
1607,2,2011-07-07,74.0,0.07,29.93,5.7,7,52.056717648192866,41.786,-87.752
1608,1,2011-07-08,74.0,0.0,29.88,5.1,6,45.09198486466252,41.995,-87.933
1609,2,2011-07-08,76.0,0.0,29.86,5.2,4,43.76335367149923,41.786,-87.752
1610,1,2011-07-09,76.0,0.0,29.92,5.2,19,54.19418620212778,41.995,-87.933
1611,2,2011-07-09,79.0,0.0,29.9,5.4,18,52.700055526214456,41.786,-87.752
1612,1,2011-07-10,83.0,0.001,29.89,9.3,19,60.99597125171394,41.995,-87.933
1613,2,2011-07-10,83.0,0.001,29.87,7.8,19,58.95940119838952,41.786,-87.752
1614,1,2011-07-11,80.0,0.39,29.82,5.5,25,74.33560557551391,41.995,-87.933
1615,2,2011-07-11,80.0,0.13,29.81,5.3,24,71.8811854294574,41.786,-87.752
1616,1,2011-07-12,79.0,0.01,29.94,5.6,2,58.48981682817403,41.995,-87.933
1617,2,2011-07-12,80.0,0.01,29.92,4.5,4,58.60785369107014,41.786,-87.752
1618,1,2011-07-13,69.0,0.0,30.06,10.5,4,66.06004339891649,41.995,-87.933
1619,2,2011-07-13,70.0,0.0,30.04,11.6,4,63.87075326010951,41.786,-87.752
1620,1,2011-07-14,71.0,0.0,30.02,6.5,10,59.612455635636124,41.995,-87.933
1621,2,2011-07-14,74.0,0.0,30.0,7.3,9,53.94111671426136,41.786,-87.752
1622,1,2011-07-15,79.0,0.001,29.98,5.4,9,52.700055526214456,41.995,-87.933
1623,2,2011-07-15,79.0,0.0,29.96,6.2,10,52.700055526214456,41.786,-87.752
1624,1,2011-07-16,80.0,0.001,30.02,3.4,19,52.82747494985291,41.995,-87.933
1625,2,2011-07-16,82.0,0.0,30.0,2.5,19,47.826710087051815,41.786,-87.752
1626,1,2011-07-17,82.0,0.0,30.06,6.2,22,65.15335154213986,41.995,-87.933
1627,2,2011-07-17,85.0,0.0,30.04,6.8,23,59.1916450159365,41.786,-87.752
1628,1,2011-07-18,86.0,0.01,29.96,10.6,25,70.05994065126671,41.995,-87.933
1629,2,2011-07-18,87.0,0.001,29.94,11.2,24,65.66982317311138,41.786,-87.752
1630,1,2011-07-19,86.0,0.0,29.89,4.5,7,63.418417174427546,41.995,-87.933
1631,2,2011-07-19,86.0,0.0,29.86,3.2,6,65.56735371585646,41.786,-87.752
1632,1,2011-07-20,86.0,0.02,29.8,9.0,23,65.56735371585646,41.995,-87.933
1633,2,2011-07-20,89.0,0.0,29.78,7.6,23,59.65109479103173,41.786,-87.752
1634,1,2011-07-21,87.0,0.02,29.8,6.2,28,57.460197543830134,41.995,-87.933
1635,2,2011-07-21,92.0,0.0,29.77,5.3,26,52.544056234009126,41.786,-87.752
1636,1,2011-07-22,79.0,1.55,29.88,1.7,9,74.25302360481452,41.995,-87.933
1638,1,2011-07-23,79.0,6.86,29.95,0.8,30,74.25302360481452,41.995,-87.933
1639,2,2011-07-23,79.0,0.04,29.93,0.7,20,74.25302360481452,41.786,-87.752
1640,1,2011-07-24,80.0,0.18,29.97,1.5,23,71.8811854294574,41.995,-87.933
1641,2,2011-07-24,80.0,0.02,29.95,0.7,20,69.49897733013532,41.786,-87.752
1642,1,2011-07-25,81.0,0.0,29.91,3.4,32,60.76969770307619,41.995,-87.933
1643,2,2011-07-25,82.0,0.01,29.89,2.1,35,60.88304714052565,41.786,-87.752
1644,1,2011-07-26,77.0,0.0,29.88,6.3,5,62.43609208337523,41.995,-87.933
1645,2,2011-07-26,79.0,0.01,29.86,5.9,6,56.49999162207286,41.786,-87.752
1646,1,2011-07-27,79.0,0.71,29.85,6.2,16,64.8384683331424,41.995,-87.933
1647,2,2011-07-27,82.0,0.001,29.84,6.0,16,58.84264440509296,41.786,-87.752
1648,1,2011-07-28,80.0,0.7,29.89,3.2,23,74.33560557551391,41.995,-87.933
1649,2,2011-07-28,81.0,0.001,29.87,3.3,21,71.96977168860319,41.786,-87.752
1650,1,2011-07-29,79.0,0.7,29.98,4.3,4,67.08677973188638,41.995,-87.933
1651,2,2011-07-29,80.0,0.36,29.96,3.5,4,69.49897733013532,41.786,-87.752
1652,1,2011-07-30,79.0,0.0,30.05,2.4,13,60.54171641091418,41.995,-87.933
1653,2,2011-07-30,80.0,0.0,30.03,2.0,11,60.6559213301527,41.786,-87.752
1654,1,2011-07-31,79.0,0.0,30.06,4.9,25,71.79221062331276,41.995,-87.933
1655,2,2011-07-31,82.0,0.0,30.04,4.5,23,65.15335154213986,41.786,-87.752
1656,1,2011-08-01,83.0,0.0,29.99,4.2,27,69.78124528254008,41.995,-87.933
1657,2,2011-08-01,84.0,0.0,29.97,3.1,25,65.36118112762952,41.786,-87.752
1658,1,2011-08-02,84.0,0.43,29.77,8.3,21,69.87453808467036,41.995,-87.933
1659,2,2011-08-02,84.0,0.28,29.75,8.0,20,69.87453808467036,41.786,-87.752
1660,1,2011-08-03,79.0,0.0,29.81,6.9,2,67.08677973188638,41.995,-87.933
1661,2,2011-08-03,80.0,0.0,29.78,9.6,1,62.76735598029462,41.786,-87.752
1662,1,2011-08-04,77.0,0.0,29.94,5.3,5,69.21308355753092,41.995,-87.933
1663,2,2011-08-04,76.0,0.0,29.92,4.8,5,74.00303378143039,41.786,-87.752
1664,1,2011-08-05,76.0,0.001,29.93,4.0,5,76.55923956695544,41.995,-87.933
1665,2,2011-08-05,77.0,0.001,29.91,5.2,7,74.08673974933997,41.786,-87.752
1666,1,2011-08-06,79.0,0.18,29.82,2.5,5,74.25302360481452,41.995,-87.933
1667,2,2011-08-06,79.0,0.69,29.8,1.3,3,74.25302360481452,41.786,-87.752
1668,1,2011-08-07,77.0,0.75,29.75,4.6,27,76.63599095401987,41.995,-87.933
1669,2,2011-08-07,79.0,0.49,29.73,3.6,26,71.79221062331276,41.786,-87.752
1670,1,2011-08-08,74.0,0.63,29.72,4.0,4,79.05404024327379,41.995,-87.933
1671,2,2011-08-08,75.0,0.29,29.7,2.8,6,76.48213136554894,41.786,-87.752
1672,1,2011-08-09,72.0,0.0,29.67,10.8,28,68.72838964041354,41.995,-87.933
1673,2,2011-08-09,74.0,0.01,29.66,11.0,27,64.30516988879859,41.786,-87.752
1674,1,2011-08-10,69.0,0.0,29.84,7.3,31,59.37574183673862,41.995,-87.933
1675,2,2011-08-10,70.0,0.0,29.82,4.4,31,57.40797555322974,41.786,-87.752
1676,1,2011-08-11,69.0,0.0,29.95,2.0,24,59.37574183673862,41.995,-87.933
1677,2,2011-08-11,71.0,0.0,29.93,2.7,23,55.51247351687342,41.786,-87.752
1678,1,2011-08-12,71.0,0.0,29.94,8.3,19,66.26881042864657,41.995,-87.933
1679,2,2011-08-12,74.0,0.0,29.93,8.2,19,55.88603596395586,41.786,-87.752
1680,1,2011-08-13,73.0,0.75,29.86,3.6,27,73.74963497055111,41.995,-87.933
1681,2,2011-08-13,75.0,0.93,29.84,5.3,24,66.68118326855804,41.786,-87.752
1682,1,2011-08-14,69.0,0.001,29.95,10.4,36,73.4063696725079,41.995,-87.933
1683,2,2011-08-14,69.0,0.01,29.93,11.7,35,73.4063696725079,41.786,-87.752
1684,1,2011-08-15,70.0,0.0,29.98,2.4,2,59.494321096299196,41.995,-87.933
1685,2,2011-08-15,70.0,0.0,29.96,2.7,5,59.494321096299196,41.786,-87.752
1686,1,2011-08-16,73.0,0.0,30.03,2.9,18,59.84739703715926,41.995,-87.933
1687,2,2011-08-16,73.0,0.0,30.01,2.3,18,55.761950161906,41.786,-87.752
1688,1,2011-08-17,73.0,0.0,30.02,5.6,22,71.25008830761521,41.995,-87.933
1689,2,2011-08-17,74.0,0.0,30.01,6.0,21,64.30516988879859,41.786,-87.752
1690,1,2011-08-18,76.0,0.0,29.96,2.3,4,58.13312257610199,41.995,-87.933
1691,2,2011-08-18,78.0,0.0,29.94,2.8,7,58.371350334198105,41.786,-87.752
1692,1,2011-08-19,76.0,0.0,29.89,3.3,14,64.51977435649272,41.995,-87.933
1693,2,2011-08-19,77.0,0.0,29.87,4.7,13,60.31201448260371,41.786,-87.752
1694,1,2011-08-20,73.0,1.11,29.92,1.3,21,81.72258419294589,41.995,-87.933
1695,2,2011-08-20,74.0,0.39,29.9,2.0,16,79.05404024327379,41.786,-87.752
1696,1,2011-08-21,72.0,0.001,29.97,8.0,32,61.875329365536835,41.995,-87.933
1697,2,2011-08-21,74.0,0.01,29.95,7.0,32,57.89315867276696,41.786,-87.752
1698,1,2011-08-22,71.0,0.0,30.02,1.6,26,66.26881042864657,41.995,-87.933
1699,2,2011-08-22,72.0,0.0,30.01,0.7,8,64.08883453552477,41.786,-87.752
1700,1,2011-08-23,68.0,0.65,29.86,9.1,20,84.27431453269135,41.995,-87.933
1701,2,2011-08-23,70.0,0.4,29.86,8.4,20,76.09116623017819,41.786,-87.752
1702,1,2011-08-24,81.0,0.0,29.7,8.2,27,58.72546239309743,41.995,-87.933
1703,2,2011-08-24,81.0,0.0,29.68,8.1,25,58.72546239309743,41.786,-87.752
1704,1,2011-08-25,74.0,0.0,29.95,4.1,36,59.964207139790986,41.995,-87.933
1705,2,2011-08-25,73.0,0.0,29.93,3.1,2,61.98835570534628,41.786,-87.752
1706,1,2011-08-26,71.0,0.0,29.98,1.9,26,63.98001308109221,41.995,-87.933
1707,2,2011-08-26,72.0,0.0,29.97,1.2,20,61.875329365536835,41.786,-87.752
1708,1,2011-08-27,73.0,0.0,29.93,8.2,2,68.82615830851945,41.995,-87.933
1709,2,2011-08-27,75.0,0.0,29.91,8.1,1,62.213094179427394,41.786,-87.752
1710,1,2011-08-28,69.0,0.0,29.93,7.0,2,66.06004339891649,41.995,-87.933
1711,2,2011-08-28,69.0,0.0,29.91,8.5,1,61.5336007954239,41.786,-87.752
1712,1,2011-08-29,69.0,0.0,30.01,1.4,2,63.7610531802316,41.995,-87.933
